exchangeId,rank,baseSymbol,baseId,quoteSymbol,quoteId,priceQuote,priceUsd,volumeUsd24Hr,percentExchangeVolume,tradesCount24Hr,updated
bibox,15,MANA,decentraland,USDT,tether,0.6680050000000000,0.6680199782600779,5630616.4094405474610310,2.0692086515625989,,1733987410730
bibox,16,DOT,polkadot,USDT,tether,9.4706000000000000,9.4708123533654592,5418928.0514409643762527,1.9914147920708741,,1733987277066
bibox,17,LTC,litecoin,USDT,tether,122.1400000000000000,122.1427386691505484,4908062.0954420618301522,1.8036754436454753,,1733987393132
bibox,18,BTC,bitcoin,USDT,tether,100769.1000000000000000,100771.3594827697603669,4730156.0191851573735031,1.7382963154315328,,1733987806723
bibox,19,CHZ,chiliz,USDT,tether,0.1143860000000000,0.1143885648060378,4662116.3569889744751410,1.7132922577177652,,1733944919334
bibox,20,MASK,mask-network,USDT,tether,3.5493520000000000,3.5494315849093404,4601338.2146198550036339,1.6909567532416965,,1733927894816
bibox,21,QTUM,qtum,USDT,tether,4.3230000000000000,4.3230969319366123,4255259.7426399712890516,1.5637755502850042,,1733987432103
bibox,22,SLP,small-love-potion,USDT,tether,0.0051870000000000,0.0051871163048705,3938291.0391412791208724,1.4472919655651492,,1733927834818
bibox,23,SAND,the-sandbox,USDT,tether,0.7556120000000000,0.7556289426172768,3536146.3284863965512689,1.2995068468573557,,1733940800923
bibox,24,ETC,ethereum-classic,USDT,tether,34.7890000000000000,34.7897800520802229,3520733.7916256226128309,1.2938428569323149,,1733987374227
bibox,25,GNO,gnosis-gno,USDT,tether,277.8594000000000000,277.8656302682738652,3337875.8327685482393203,1.2266439495729463,,1733970375014
bibox,26,1INCH,1inch,USDT,tether,0.4842090000000000,0.4842198571168390,2940593.3042425481819055,1.0806456457704780,,1733954125684
bibox,27,MKR,maker,USDT,tether,2006.5700000000000000,2006.6149920694073685,2861871.0227437436591409,1.0517158068144874,,1733987414469
